,customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_risk_score,churn_risk
61937,de34b16117594161a6a89c50b289d35a,103,6,486.0,2,3,3,8,Low
62004,de7cad0a39eabfa2285ef0b891ef404a,273,2,56.95,1,3,1,5,High
62029,de8ce480b6119f2835ce8ad07c326793,27,2,240.0,3,3,2,8,Low
62083,dec5217f924eab1dae338b9b54f53558,69,2,118.9,3,3,1,7,Medium
62084,dec8632530ce2c58e688e63cbc5105e6,141,2,285.7,2,3,3,8,Low
62124,dee6a650840de087ac42c4367bc9baf3,108,2,480.4,2,3,3,8,Low
62194,df1f61c43368a8ed99dc76b43594fc4b,186,2,190.70000000000002,2,3,2,7,Medium
62258,df5ff0c899dd19ed568e3e0f716cbe20,7,2,279.88,3,3,3,9,Low
62305,df946ef265626b1e0a425292815ddead,272,3,128.97,1,3,1,5,High
62310,df9bd60da4a8f8945d2b862aebd3d418,298,2,74.98,1,3,1,5,High
62406,dff33bfc45ae0becc55ce9b50acd4073,70,2,965.8,3,3,3,9,Low
62408,dff41d762e4e7b68b73af7203a429072,248,2,71.7,1,3,1,5,High
62409,dff5ff8f411dd1d77875f7e17a3eb512,215,2,118.9,1,3,1,5,High
62419,dffdc8e60eab79300b75d9febd9eec46,43,2,29.89,3,3,1,7,Medium
62439,e016365b624d1755f3e2d0e8f1631ebb,73,3,352.88,3,3,3,9,Low
62450,e0233c751408137ec5cdde0c37e6a61a,135,2,248.99,2,3,2,7,Medium
62467,e031118eb65330b4c180522f2743cf51,333,2,249.8,1,3,2,6,Medium
62505,e05757dc57fc38f5156c82e9e4444f8f,98,2,477.99,2,3,3,8,Low
62524,e06e62694cd8ce637a1c3f4a624c647e,243,2,619.98,1,3,3,7,Medium
62538,e079b18794454de9d2be5c12b4392294,320,2,337.85,1,3,3,7,Medium
62566,e09e509936d44d03ec876c40b0f6dd3f,12,2,74.89,3,3,1,7,Medium
62575,e0a435b6106cae0bc42a2cef0565b622,202,2,85.8,2,3,1,6,Medium
62613,e0c99ffdcd8891130985ac90cd2d8eec,216,3,450.89,1,3,3,7,Medium
62658,e0ec2e3c3f6e06839e8fb986be65c7c5,183,2,113.97999999999999,2,3,1,6,Medium
62694,e10b68125f54adc15562b1fa412e655a,111,2,117.69,2,3,1,6,Medium
62710,e11a1b428e150830944b665cb6b2d5da,133,2,269.96999999999997,2,3,3,8,Low
62724,e1224167b1a3f92781c2ff55b0b794be,74,3,111.6,3,3,1,7,Medium
62733,e12f7f1e96f1f9f6361572028a1fad5a,182,3,679.6999999999999,2,3,3,8,Low
62749,e1407f4d2fd92ed069307bb0b836615a,48,2,769.9,3,3,3,9,Low
62755,e14705d2e06ab8ee7c665f21c72f874f,164,2,276.0,2,3,3,8,Low
62760,e14b8cd578c1f576594719bce2ee1aa2,46,2,85.0,3,3,1,7,Medium
62830,e18cd71e54e44b7cedb7991214b691a5,105,2,79.98,2,3,1,6,Medium
62882,e1b59a2032b34097d0c1c8d320f40832,148,2,278.9,2,3,3,8,Low
62903,e1cc1be2730188040748affa422b2803,41,2,66.9,3,3,1,7,Medium
62907,e1cf735f320c9870c2046dbbc634fcec,431,2,124.97,1,3,1,5,High
62970,e208e280c8d8debab258793b0ce264ba,5,2,164.8,3,3,2,8,Low
62998,e2226f481eef03f2876d1a27f0f4b1b0,245,2,678.9,1,3,3,7,Medium
63006,e225b3c270984a8097a136089a11aea9,104,2,189.46,2,3,2,7,Medium
63007,e226254ce0c6d5b7a7ef7218c9b5b518,146,2,194.8,2,3,2,7,Medium
63032,e23daf58ce481f3d38066e654ef610cb,425,2,70.0,1,3,1,5,High
63042,e246473a236ca29747182e7986dbdb7a,90,2,1109.8,3,3,3,9,Low
63044,e2492e4188991b6276a4a62a287a5451,20,3,551.0,3,3,3,9,Low
63107,e2889baccec81ed3bed4d66c1c675cb2,154,2,173.2,2,3,2,7,Medium
63108,e28d3bf5a02fc92d400c59b18bb4cef3,338,2,69.9,1,3,1,5,High
63151,e2af42f42a86805055a8e71af58ee71e,177,2,77.89,2,3,1,6,Medium
63170,e2c483395f5aa739622936a3e826921d,440,2,659.7,1,3,3,7,Medium
63176,e2c87a07e54c863d60af789a9233bdb5,66,2,245.70000000000002,3,3,2,8,Low
63183,e2ce734f0bd635b4b82317b5e5fcd152,180,2,127.89000000000001,2,3,1,6,Medium
63236,e301216623168d227eb0b0a3aabb1e62,106,2,189.46,2,3,2,7,Medium
63253,e30b83af13d6ff0b0f427b2a67c43b39,153,3,763.4,2,3,3,8,Low
63285,e325e139452a1ca05f5a33acedd7d94f,116,3,269.70000000000005,2,3,3,8,Low
63296,e3301490c373db9263c15a73172d0c6f,375,3,387.78000000000003,1,3,3,7,Medium
63352,e35b2a3c980b6e0fc66c66b8e1122e93,54,2,1199.6,3,3,3,9,Low
63369,e374f0ed9ec35b9af339460a75c4d096,72,2,642.99,3,3,3,9,Low
63395,e38a9d13896946501404c6d82790728c,140,2,314.99,2,3,3,8,Low
63396,e38bf9a883752b0b65407a103fd7ef30,118,2,229.9,2,3,2,7,Medium
63408,e395de53a61a2f8fa96ea1ca399c3ff5,225,2,359.9,1,3,3,7,Medium
63421,e3a07a2fce775f67bcf06e6278807608,58,2,189.88,3,3,2,8,Low
63473,e3cf594a99e810f58af53ed4820f25e5,225,2,159.98,1,3,2,6,Medium
63546,e424731f7e9ccc9f3384b8b71378cbf7,248,2,129.0,1,3,2,6,Medium
63581,e44110c2ff342e5bbda6c2224d94bbe6,352,2,572.7,1,3,3,7,Medium
63582,e4419ca71e493f57fce5809d2039e9ba,208,2,74.78999999999999,2,3,1,6,Medium
63602,e45b0c7dd75287df589a26fdb7c2fcaf,96,2,77.94,2,3,1,6,Medium
63647,e47e3ecbe9ae12ecbfc5651bd62d7733,147,2,159.8,2,3,2,7,Medium
63703,e4b98eebb8983cade8610c0def59f705,363,3,682.99,1,3,3,7,Medium
63731,e4d800060f85d896b83b4c3e3570065b,39,2,176.9,3,3,2,8,Low
63749,e4f218d824a59b96c4399ad182327138,44,2,189.8,3,3,2,8,Low
63813,e53821a413d5b137cd9005b41f09dfe0,192,2,160.8,2,3,2,7,Medium
63849,e559969619d1a0922477a2d8cfaf50d9,7,2,56.97,3,3,1,7,Medium
63912,e58e049eea2419a34274619f798d0cd4,153,2,304.9,2,3,3,8,Low
63941,e5ae3dacf82b0ced4bd9e85046b96f38,61,2,66.32,3,3,1,7,Medium
63946,e5b6fb6c5e7e4adc25a5e400c0104508,74,2,113.97999999999999,3,3,1,7,Medium
63955,e5bdbd18812e42788e7cbad7058fc0ab,370,2,203.9,1,3,2,6,Medium
64001,e5ec513f807eb586f0cb8ab492f59e13,66,2,65.99000000000001,3,3,1,7,Medium
64003,e5eed5d0afc1ee8620468918995df9f6,176,2,138.89,2,3,2,7,Medium
64033,e60856952187516c3397a2c4ac63aac4,59,2,577.98,3,3,3,9,Low
64036,e60d32d446c543a9af42c36bf266b0ed,59,2,121.9,3,3,1,7,Medium
64092,e64ab18890c89066fe47f8abbbf180de,324,2,142.9,1,3,2,6,Medium
64105,e65862da4f9f183565831cf7e1cbb7a5,378,2,143.25,1,3,2,6,Medium
64114,e65e6159c5cfea9bd5aa393b49b02ee6,38,2,99.98,3,3,1,7,Medium
64151,e67af1efd445becc5019902668fe3218,315,2,129.8,1,3,2,6,Medium
64158,e68365f0fec5a377bd6f49cb444e453c,208,2,319.8,2,3,3,8,Low
64170,e68856e8450afe7390b02d1b2bcefb29,157,2,117.7,2,3,1,6,Medium
64177,e68e1b61896163cdd7f8e07b2ae814c9,13,3,293.8,3,3,3,9,Low
64199,e69e2b2ce493d7d2307b2588fd1614bd,423,2,208.99,1,3,2,6,Medium
64276,e6da0e9bb3545f5468975a2cf67ce246,382,2,69.8,1,3,1,5,High
64307,e6f18fab493c0bdc553eafd9b66cb5f2,43,2,172.89,3,3,2,8,Low
64314,e6f7a95a474d4f2224834b896c22f66f,22,2,74.69999999999999,3,3,1,7,Medium
64323,e702e8b7b2a4233b4a1c21f457a1030e,347,2,253.98,1,3,3,7,Medium
64324,e7039843c54c69530bbf70d926baaab6,165,2,352.49,2,3,3,8,Low
64379,e73ccd01efa72e05476abdfa25f36208,156,2,187.99,2,3,2,7,Medium
64428,e7688fef5438be571d0c39bbb3e8e998,184,2,54.89,2,3,1,6,Medium
64438,e76f5c3699e402d57852989386ab1cc4,40,2,147.0,3,3,2,8,Low
64447,e77723abebdc6d6b95814047f75c2aab,135,2,290.0,2,3,3,8,Low
64469,e78838df9c44e102b6ac84cc5eea7d5c,447,3,147.6,1,3,2,6,Medium
64506,e7a57c5b35cdb485d352afad87560042,119,2,115.48,2,3,1,6,Medium
64510,e7aa3fbe88423a0132e45578023bac50,305,2,59.8,1,3,1,5,High
64530,e7ba27eaa7692a165b91ba35a41da310,404,2,152.01,1,3,2,6,Medium
64548,e7ceb5e15c42737c00925a715525dc67,88,2,82.6,3,3,1,7,Medium
64565,e7e84072c5730f21d38aea4e37d531f0,157,2,39.989999999999995,2,3,1,6,Medium
64670,e8569c57efe3adf347b3e92ec04d1f91,187,2,93.98,2,3,1,6,Medium
64686,e8663abca66edfe7b18d03a921637578,62,2,166.89,3,3,2,8,Low
64707,e87c2e2e5985c5996ec20651a3d50fe7,221,2,304.0,1,3,3,7,Medium
64739,e89bab624ed1d8c75012bf52bacc654c,138,2,113.97999999999999,2,3,1,6,Medium
64740,e89bf89e2621b5aeb4c181e69a8c6952,287,2,366.79,1,3,3,7,Medium
64777,e8bab621313ad2a3c0ce8e3a023ff9bb,222,2,466.0,1,3,3,7,Medium
64808,e8ddc823809246fabd9c235ef7714630,265,2,325.9,1,3,3,7,Medium
64838,e8fee231a8a4901e2b0b5a2324eb1405,232,2,82.98,1,3,1,5,High
64916,e9523749328fe82cd18a39f8611a69b9,8,2,567.0,3,3,3,9,Low
64936,e9659b474a13413b36c7a5c1e6d7055b,46,2,136.8,3,3,2,8,Low
65037,e9b87dccd9c326a3325385087eb0150c,207,3,379.39,2,3,3,8,Low
65049,e9c905c9d93eadb270434d5f1de50fee,0,2,424.99,3,3,3,9,Low
65067,e9d6ce102dcb8ab8a3387021b5040f70,161,2,0.0,2,3,1,6,Medium
65075,e9dd12dca17352644a959d9dea133935,12,2,74.98,3,3,1,7,Medium
65087,e9e96ff4f36a319a3621b95b43343532,109,2,147.9,2,3,2,7,Medium
65176,ea2a4a14c49ad9a9d64d2b7f91f0c293,204,2,126.89,2,3,1,6,Medium
65201,ea3f9ba2162d33a56fa8ff315f2c38ce,79,2,292.0,3,3,3,9,Low
65217,ea4dce18a6994b1e69f0bc8093cfe869,312,2,95.3,1,3,1,5,High
65286,ea8a37a119980ee4681e28145b39bb3b,7,2,19.8,3,3,1,7,Medium
65298,ea94f7a5177a14fde12ff625b03dcd7a,3,2,121.30000000000001,3,3,1,7,Medium
65321,eaa604ab9f816252edb7a8d297f932e5,149,2,1388.0,2,3,3,8,Low
65360,eac6dbc8ecd0a2f08ed8e53d18f0e0d0,230,2,230.9,1,3,2,6,Medium
65369,ead394416d4f85207932cc124eb145e2,147,2,382.0,2,3,3,8,Low
65386,eae0a83d752b1dd32697e0e7b4221656,6,2,1821.73,3,3,3,9,Low
65409,eaf8b1aa185199a62be13fe370e82ad1,147,2,76.0,2,3,1,6,Medium
65456,eb28e67c4c0b83846050ddfb8a35d051,224,2,252.78,1,3,2,6,Medium
65525,eb5d7d093a080f6b02d4b1ed626db0ff,416,2,118.80000000000001,1,3,1,5,High
65564,eb8367e178d144706a4ff3da62d284cb,200,2,80.99000000000001,2,3,1,6,Medium
65569,eb89ecac165940c95a05cb77e89a789d,148,2,101.4,2,3,1,6,Medium
65571,eb8ace0670e08632f5fe8977b669530e,159,2,50.99,2,3,1,6,Medium
65608,ebad8517c448bbd20ca1910bf1a33819,184,2,235.8,2,3,2,7,Medium
65707,ec0f5b4fe392d71f361112c1b508b707,118,2,198.8,2,3,2,7,Medium
65716,ec1a46ef8409aca3b3f94b01e02d6582,26,2,210.0,3,3,2,8,Low
65752,ec441c1966bfa602976763f330fc5168,18,2,432.58000000000004,3,3,3,9,Low
65753,ec449149317e67f234b1cf7fe9fc966c,63,2,396.99,3,3,3,9,Low
65800,ec6a85d8bf9c7a514c411a1287643d1d,145,2,509.79999999999995,2,3,3,8,Low
65821,ec7f1811826ab04a27a92197bc40c888,132,4,487.89,2,3,3,8,Low
65848,ec99f30f38afadbfbae32d5883734ded,285,2,109.97999999999999,1,3,1,5,High
65851,ec9c7ebb2a345ccd42c46b94ecb4d319,283,2,380.0,1,3,3,7,Medium
65882,ecb43665c8c390857cabf385d918da87,248,2,173.26,1,3,2,6,Medium
65907,ecc6d0f3eb9435df737e1f0d9a1c6d3f,3,2,399.8,3,3,3,9,Low
65922,ecdbc4bf2201c807294c7d8c4b777032,195,2,1259.9,2,3,3,8,Low
65939,ece908ca0502def5dd56deca8a5c67d5,2,2,229.8,3,3,2,8,Low
65977,ed05a1bbf9f8816af23fcc68084bb87d,469,2,445.5,1,3,3,7,Medium
66018,ed2e7c127faf8aacf910fb4ecb881966,219,2,126.69999999999999,1,3,1,5,High
66119,ed7ecb1bd52fef9f35d06b0f09c79539,143,2,80.8,2,3,1,6,Medium
66128,ed873efbae1f165689d2e836f7a45a20,332,2,24.2,1,3,1,5,High
66139,ed91e2bcbc71d72c1d7871961a01d3e3,52,2,111.80000000000001,3,3,1,7,Medium
66181,edb73fb9e9c6e283badde40e37f5c9e5,151,2,174.70000000000002,2,3,2,7,Medium
66214,eddc1407b097ef7952deb24806c9059b,207,2,229.8,2,3,2,7,Medium
66306,ee2e40e31211c5c36ebf28b78316542e,353,2,179.66,1,3,2,6,Medium
66318,ee3adea169ca02ca9bd1e80bc620856e,118,2,748.99,2,3,3,8,Low
66334,ee4a5dab94b427525ea24bc30d4442fb,13,2,183.39999999999998,3,3,2,8,Low
66353,ee5c5d0ff3ff8e904b5c2b66dd471b01,419,2,425.9,1,3,3,7,Medium
66388,ee86c319ba988c50816cb59a863b1882,45,2,145.84,3,3,2,8,Low
66411,ee9d97a7d28183a3d93aefb807e48524,259,2,113.97999999999999,1,3,1,5,High
66467,eed4189bfc1ea0c708e927cf93d63bdf,110,2,397.9,2,3,3,8,Low
66468,eed42da7ee2f3ce26ab52758e63d855f,67,2,113.97999999999999,3,3,1,7,Medium
66534,ef1d0f1922417f396a0aa0a03296c572,157,2,166.89000000000001,2,3,2,7,Medium
66561,ef3b6ab8a1704ead096adbcdee78284b,51,2,253.0,3,3,3,9,Low
66565,ef3e32f1b8658891add797672f995cc5,189,2,113.97999999999999,2,3,1,6,Medium
66634,ef7200d5b0b899369c77c7407ec5502e,2,2,178.99,3,3,2,8,Low
66647,ef7ccf8e6acbf1ac71af305967e708c3,280,2,260.9,1,3,3,7,Medium
66662,ef89c781d27561d99c4b90783fde3c57,129,2,165.8,2,3,2,7,Medium
66699,efb164704e9f4fc3867f6f59f5f6dbd6,82,2,158.17000000000002,3,3,2,8,Low
66720,efce1ab3e96ccab8b1b464326bd22417,34,2,795.3,3,3,3,9,Low
66723,efd22f5f8fc7e5035a4f48bd92c0c69c,34,2,35.55,3,3,1,7,Medium
66768,effecf2e702b13058b6ca07a0a649691,102,2,221.24,2,3,2,7,Medium
66785,f00aa1cfc257dfff20184269b19db923,51,2,139.85000000000002,3,3,2,8,Low
66799,f019bdb8008924769fe88319cddedda9,61,2,22.99,3,3,1,7,Medium
66842,f043529722a354cd3f185270e0c6aa15,210,2,39.9,1,3,1,5,High
66908,f08d5e0d77469bca395ed24633b8f8d5,27,2,144.9,3,3,2,8,Low
66926,f0996ee6e59d10ac46fd0b9c632e759d,300,2,179.46,1,3,2,6,Medium
66988,f0daba1cfcc18d5a3229e1a911313e3e,354,2,1342.99,1,3,3,7,Medium
67000,f0e310a6839dce9de1638e0fe5ab282a,25,6,438.09,3,3,3,9,Low
67024,f0fd988c7c2a4cba167138a8adada6ca,11,2,68.41,3,3,1,7,Medium
67053,f11451a120b48a5c4c36d3274f0fd80c,148,2,10.95,2,3,1,6,Medium
67055,f11821d908830e74ad782532ebed897a,252,3,137.79,1,3,2,6,Medium
67072,f121995493925a5ef0b46a13f594e0ab,104,2,448.99,2,3,3,8,Low
67160,f170c6e04c4cdf9219fc5c669b10f506,107,2,267.55,2,3,3,8,Low
67165,f172c33b146e90b95ee12499eb6632cb,34,2,160.99,3,3,2,8,Low
67215,f1a325803dd4c341c5a946ac84c71973,241,2,281.69,1,3,3,7,Medium
67245,f1bee02ceae8a430506b798786f766b4,22,2,88.9,3,3,1,7,Medium
67277,f1e73ad158b38954c23f5668894b3d46,48,2,323.0,3,3,3,9,Low
67286,f1f30eb24d90309e4ec02c385a17e81f,0,2,211.74,3,3,2,8,Low
67335,f216de65ece42736f341247dcba60ccb,154,2,236.60000000000002,2,3,2,7,Medium
67367,f22da779a017ed42f2c4e03862584885,6,2,68.95,3,3,1,7,Medium
67424,f2655a0ca53cad79e713d1a21b2328b7,350,2,165.8,1,3,2,6,Medium
67490,f2ab7bd70a9a23df0dac0be98f038374,71,2,175.8,3,3,2,8,Low
67538,f2e0c95f9c0e971bb561b11ecf5a95d3,67,2,130.7,3,3,2,8,Low
67582,f30856ad31d3e74253a3f4ccef670648,87,2,174.04000000000002,3,3,2,8,Low
67659,f34cd7fd85a1f8baff886edf09567be3,219,4,1047.0,1,3,3,7,Medium
67705,f3738f6f5687da7c7ae0623172be00bf,100,2,140.49,2,3,2,7,Medium
67712,f37bd405972a0229ec900f3743f5bca6,193,2,53.15,2,3,1,6,Medium
67741,f39417775394ddaa9a81151e6afd4c5e,172,2,29.9,2,3,1,6,Medium
67781,f3bf3bed9936aecd7792e6c49779dedc,0,2,138.8,3,3,2,8,Low
67799,f3d176999f9c1273045f770712608944,266,2,184.59,1,3,2,6,Medium
67803,f3d7cb12e7dc54a424d935aae4426461,23,2,128.9,3,3,1,7,Medium
67965,f46971f1ac7b376b668114a027c98e78,341,2,302.79999999999995,1,3,3,7,Medium
67971,f46ebdbd5c48c0683980a759b8937912,69,2,143.8,3,3,2,8,Low
68015,f497801658db70e1b18c76268001e944,133,2,125.89000000000001,2,3,1,6,Medium
68044,f4af0b3f627879bf6801db96949b1e71,252,2,301.8,1,3,3,7,Medium
68089,f4d1502ace38b0df6f052a5544add9f4,19,3,330.88,3,3,3,9,Low
68121,f4f2d85371955b0e254ce594fcf09a0d,90,2,54.989999999999995,3,3,1,7,Medium
68140,f50ca6544a0ed8a52cc964e15cbe9cf9,202,3,283.3,2,3,3,8,Low
68172,f526077dd7bdfdb1a6e10cd6b194b548,218,2,31.799999999999997,1,3,1,5,High
68190,f5344c7feb209d1e8a9de5d60ed79331,273,2,205.43,1,3,2,6,Medium
68238,f55f5b958b01f7040f6f42c0abaca6f4,27,2,56.8,3,3,1,7,Medium
68240,f561632522774ab728bb93f8f3ab5e61,114,2,593.8,2,3,3,8,Low
68243,f565c1cbc438d2561d40d780f1da28c5,155,2,73.8,2,3,1,6,Medium
68286,f596242db91986b554f25768577cd5be,316,2,569.99,1,3,3,7,Medium
68465,f62d6572c9c25b3796d058d7b833f8b7,324,2,169.8,1,3,2,6,Medium
68485,f63e56138ee7885ffc3b7e56933446e6,232,2,219.9,1,3,2,6,Medium
68488,f64075e7fa628bdc6c3e7c3108d7c624,90,2,178.79,3,3,2,8,Low
68504,f64ec6d8dd29940264cd0bbb5ecade8a,160,4,288.0,2,3,3,8,Low
68570,f68cbab6cbaab1d6226e2dafed486578,156,2,99.98,2,3,1,6,Medium
68734,f72d1ee92d55688d07ca88506300715e,87,2,85.18,3,3,1,7,Medium
68764,f7471d502dd946e0a2cb6020bf076808,30,2,271.3,3,3,3,9,Low
68837,f79c1eba3ebd97c75683b3ac6e333daa,6,2,69.8,3,3,1,7,Medium
68838,f79c969a1665f477201e86ae6e036c30,329,2,252.99,1,3,2,6,Medium
68861,f7ac7452ae241a5a36aaf9542c2428d5,278,2,525.7,1,3,3,7,Medium
68870,f7b62c75467e8ce080b201667cbbc274,570,2,150.76999999999998,1,3,2,6,Medium
68875,f7b981e8a280e455ac3cbe0d5d171bd1,480,2,21.8,1,3,1,5,High
68887,f7be9bec658c62ab6240b44cd26c0b84,480,2,20.8,1,3,1,5,High
68898,f7d2fc6f0a2778f53d2a6bfc27bd0e8c,193,2,325.8,2,3,3,8,Low
68899,f7d319c00224031393f1ba82343db3d6,154,2,99.8,2,3,1,6,Medium
68905,f7d7fc0a59ef4363fdce6e3aa069d498,20,2,124.88999999999999,3,3,1,7,Medium
68931,f7f7c86a6751896d012ebbe10e3fc6f3,152,2,72.8,2,3,1,6,Medium
68939,f801278dc42ce9d4773cb91ad0e21ab8,464,2,86.80000000000001,1,3,1,5,High
68944,f804ed90360900357b6db9d7635d275d,345,2,599.8,1,3,3,7,Medium
68997,f8308de7370e6293120c537a031f4cff,190,2,189.8,2,3,2,7,Medium
69065,f87108f2ff59f6cbc898ca230483c0ab,166,2,95.89,2,3,1,6,Medium
69072,f8777c0c5c96632fe9ded01856cb8c82,199,2,332.23,2,3,3,8,Low
69130,f8ac33ce25aad89ade14c52fac3cc452,182,2,268.9,2,3,3,8,Low
69134,f8af7fabb3e9e70beee01db243cd3eaa,115,2,47.6,2,3,1,6,Medium
69153,f8bc1d81f395f6239a2a5ab1b9edf1ab,17,2,290.55,3,3,3,9,Low
69161,f8bffe1586fdae62dd3646353a25f958,60,2,276.66999999999996,3,3,3,9,Low
69168,f8c74f26f568c1b52cd212e700e977df,19,2,399.4,3,3,3,9,Low
69214,f8f6ed51ded0d4757a6153f5ce0f8906,5,2,524.0,3,3,3,9,Low
69276,f92fd2c87375f957ece022972b16849b,146,2,186.99,2,3,2,7,Medium
69292,f93ea08ded32a5b926f9dd98c1dbd61d,338,2,869.8,1,3,3,7,Medium
69300,f944ee56d8467517955c2ddc7b0d486a,180,2,267.2,2,3,3,8,Low
69337,f95de29d9e810e69f55626ff1bbd4d60,114,2,98.0,2,3,1,6,Medium
69413,f99fa0c7b369bde9c53edc9e6f6c4a58,157,2,81.99000000000001,2,3,1,6,Medium
69431,f9ae226291893fda10af7965268fb7f6,415,2,459.70000000000005,1,3,3,7,Medium
69538,fa0cf5b25732a933725b83d2f716000a,229,2,93.98,1,3,1,5,High
69544,fa0ee7ceb94193fb02aa78ce3a55695a,74,2,227.9,3,3,2,8,Low
69737,fad2bf8fa1bdfc125781eb6c62b5ad81,20,2,62.78,3,3,1,7,Medium
69779,fafbc4ecb15933633821dfd530c9263b,344,2,329.9,1,3,3,7,Medium
69874,fb4accbcbcd54672a8a8b195d9ff0ec8,257,2,105.28,1,3,1,5,High
69886,fb567adf300e73b60281b72af7702687,59,2,139.98,3,3,2,8,Low
69893,fb5e89c121d9569d1a58e0afb54da971,230,2,113.97999999999999,1,3,1,5,High
69921,fb82affcdf98ee48d9d36c7feb802417,66,2,204.8,3,3,2,8,Low
69972,fbacf55907cfeeab0f1cb05ac31c429e,93,2,249.8,2,3,2,7,Medium
70032,fbdd85f919749a8e7a1290c6452024e3,314,2,137.0,1,3,2,6,Medium
70092,fc1c735fd279ad7321e7b40a4f9d361f,84,2,109.8,3,3,1,7,Medium
70168,fc685f5d020dbc22ef7dae7822f336dc,234,2,111.9,1,3,1,5,High
70180,fc719c11b4dce594f47e1f9aa739a3a2,125,3,220.99,2,3,2,7,Medium
70283,fcceb56470bf0b4d59caa87e111ca69e,34,2,120.7,3,3,1,7,Medium
70286,fccfbf734a92029859c4fe58eff05114,397,2,297.98,1,3,3,7,Medium
70288,fcd0ab79592faab19e2bf386cf69fbcd,23,2,78.8,3,3,1,7,Medium
70334,fd03997c82649affc061d275ddf1f3d9,103,2,1245.99,2,3,3,8,Low
70345,fd09c64a101e3eff4adbca1b28552514,135,2,63.5,2,3,1,6,Medium
70349,fd0e843308b676214ea30ea480295e3e,435,2,54.65,1,3,1,5,High
70419,fd47af963b760f05fbc357474509905e,209,2,113.98,1,3,1,5,High
70486,fd8ccc89be43894d2553494c71a61fd8,11,3,179.44,3,3,2,8,Low
70515,fda3a3eb3370c1295a4fc3f6cd3d7604,238,2,82.98,1,3,1,5,High
70532,fdb1f3e0dd15b657acc64314ce89688f,258,2,139.98000000000002,1,3,2,6,Medium
70534,fdb2f8a871f180fefdf3ba06bf7ab179,328,2,289.89,1,3,3,7,Medium
70536,fdb47f6659321662dce6524a8c629d0b,145,2,380.64,2,3,3,8,Low
70669,fe28d443ab89dc67f5858bc2beda299a,286,2,284.9,1,3,3,7,Medium
70704,fe52c2abb172426dd6416cc69e6b3689,219,2,269.70000000000005,1,3,3,7,Medium
70711,fe59d5878cd80080edbd29b5a0a4e1cf,251,3,127.78,1,3,1,5,High
70718,fe613188d4d20ea3e3dc1290549c3ad1,161,2,167.89,2,3,2,7,Medium
70765,fe81bb32c243a86b2f86fbf053fe6140,66,3,183.1,3,3,2,8,Low
70846,fed2005ccab4fcf1a40ebdaff032a148,317,2,60.62,1,3,1,5,High
70851,fed519569d16e690df6f89cb99d4e682,43,2,249.9,3,3,2,8,Low
70981,ff44401d0d8f5b9c54a47374eb48c1b8,346,2,39.8,1,3,1,5,High
71059,ff8892f7c26aa0446da53d01b18df463,155,2,277.95,2,3,3,8,Low
71075,ff922bdd6bafcdf99cb90d7f39cea5b3,228,3,94.78999999999999,1,3,1,5,High
71152,ffe254cc039740e17dd15a5305035928,393,2,51.08,1,3,1,5,High
